scorer,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie
bodyparts,eyes,eyes,swimbladder,swimbladder,midtail,midtail,endtail,endtail
coords,x,y,x,y,x,y,x,y
labeled-data/06-Sep-20_00148_sap_unaffected/img135.png,638.5978851014751,418.4372628066583,633.6347152280157,363.8423941986051,626.5444725516452,319.5283774712892,614.4910600018152,257.84326618686555
labeled-data/06-Sep-20_00148_sap_unaffected/img166.png,637.236217700844,415.4644227310913,633.6344475165331,369.04160702219514,626.0307104607656,316.21564431896843,614.4250065335416,257.78692799570257
labeled-data/06-Sep-20_00148_sap_unaffected/img171.png,639.409753521871,415.4122509711918,634.6402861545187,367.08164831535464,625.4193159109708,313.9815782921652,614.6085232116388,258.9737213220348
labeled-data/06-Sep-20_00148_sap_unaffected/img345.png,639.5189592486809,417.5133566739917,633.813872229189,365.76006728288604,624.848735484273,317.6743338328823,614.2535738766451,257.7709201282167
labeled-data/06-Sep-20_00148_sap_unaffected/img365.png,638.5029123972544,417.19749367228803,633.8540522506856,365.67262704781797,625.3311419819763,320.3462406187729,614.4838016399826,256.811818615667
labeled-data/06-Sep-20_00148_sap_unaffected/img449.png,639.4966820899419,416.5091919180402,634.2703691893183,361.87046613879295,624.7679820972753,315.7838887423844,615.2655950052323,258.29444683552435
labeled-data/06-Sep-20_00148_sap_unaffected/img675.png,638.7233645798708,415.0744411100697,635.3427076336633,366.39298108468023,626.2149338789027,318.3876524485322,615.0587659564177,257.1977617221746
labeled-data/06-Sep-20_00148_sap_unaffected/img686.png,639.0878469106076,415.1862220751505,634.400611739244,366.7514586377275,626.9010354650625,318.9416598898197,615.3391887090324,257.3826379725789
labeled-data/06-Sep-20_00148_sap_unaffected/img721.png,638.844951277478,415.0809465904633,634.2362935378371,364.0311993205954,625.3734901923739,318.29913405800545,615.4471504454551,257.32304704121884
labeled-data/06-Sep-20_00148_sap_unaffected/img794.png,714.4178634279151,248.95701752863488,686.3346548066619,292.73378390882374,687.1606315308163,340.6404339097851,664.0332832544902,383.17823520374213
labeled-data/06-Sep-20_00148_sap_unaffected/img814.png,781.4905225638653,218.237682263657,732.5623659505093,225.22741892270784,711.8727454397188,271.08009140608146,681.677083072619,308.265490432232
labeled-data/06-Sep-20_00148_sap_unaffected/img825.png,817.6388688376786,219.3487514295598,770.5641105608278,226.31389423582857,724.2098842984186,211.18272193255507,678.8163673885981,233.7593917183917
labeled-data/06-Sep-20_00148_sap_unaffected/img854.png,917.2513379543274,225.9929831555699,869.2753737194737,213.0050149372946,823.1548335158024,225.72792257968672,770.6728394909348,213.8001966649441
labeled-data/06-Sep-20_00148_sap_unaffected/img867.png,952.9979335519741,240.90140541899814,907.0721657832771,233.7490317501027,873.3807213955855,205.70419815364426,820.6790206774086,182.17665319017243
labeled-data/06-Sep-20_00148_sap_unaffected/img875.png,975.8435511269239,247.14025248574293,932.7173327861134,230.5366584245309,888.0816968033746,227.73345423237822,845.1711095542681,193.66374174313796
labeled-data/06-Sep-20_00148_sap_unaffected/img890.png,1006.8432365060769,275.37973882701766,964.1683815521384,253.04730177858352,935.4236605987084,215.2369380629179,885.0098423111541,192.24116130017384
labeled-data/06-Sep-20_00148_sap_unaffected/img913.png,1044.8404696892085,294.7712967133924,1011.3774480681524,268.4789225825627,971.5405175668952,238.6012247066198,915.1712609076163,246.96698011188383
labeled-data/06-Sep-20_00148_sap_unaffected/img940.png,1075.1737503773688,303.3235364653378,1034.0247595045564,278.93894928144897,989.827695233758,268.27069238849765,949.4407227104422,231.18579937966678
labeled-data/06-Sep-20_00148_sap_unaffected/img946.png,1077.3814541326747,311.8803629464371,1039.426727228495,280.2922353939265,999.7579158834818,260.70269892725327,944.1726061592965,252.86688434058397
labeled-data/06-Sep-20_00148_sap_unaffected/img947.png,1077.808452119875,313.8093109784792,1040.2813326348376,281.7497188356326,1001.0145453591031,258.88551358647067,944.1025562062978,255.4061780050765
