scorer,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie
bodyparts,eyes,eyes,swimbladder,swimbladder,midtail,midtail,endtail,endtail
coords,x,y,x,y,x,y,x,y
labeled-data/06-Sep-20_00146_sap_unaffected/img044.png,489.5616505817992,369.03877457988887,455.2653427080563,398.2915077663166,422.48210724050807,435.109602983717,381.6291522732555,485.0409923881368
labeled-data/06-Sep-20_00146_sap_unaffected/img107.png,489.98292703554114,368.24536180534585,455.72316680446,400.1149062063516,419.47156004831595,439.9518367076088,380.8297374620965,486.1626760890671
labeled-data/06-Sep-20_00146_sap_unaffected/img130.png,491.02744541429206,368.1033742136052,454.50355872031844,398.15467339219117,419.3666550653563,437.45252616418816,381.91811301204154,485.9969325295963
labeled-data/06-Sep-20_00146_sap_unaffected/img211.png,490.619214184753,367.27820153758927,455.5334772295173,399.0746506532716,421.17869312751566,435.25681688835834,380.97628619964144,485.3270873348926
labeled-data/06-Sep-20_00146_sap_unaffected/img246.png,490.19234457114715,368.49589589579193,455.782739005153,402.41393566798615,420.881567645359,437.3151070277802,381.06473834756576,486.9632522015718
labeled-data/06-Sep-20_00146_sap_unaffected/img332.png,491.50261776297623,367.4611407629325,457.041423371983,397.2632398400295,422.4326331534826,433.6317990526909,380.1981772936177,487.59804820696274
labeled-data/06-Sep-20_00146_sap_unaffected/img365.png,489.74423666554515,367.91537313975334,455.02397613692654,399.34634582881864,420.669192034925,437.72137062360764,380.4667851070508,485.59878251043966
labeled-data/06-Sep-20_00146_sap_unaffected/img375.png,488.97561552755633,367.21738626020016,456.2238644836244,396.7508053422698,422.89241437615055,433.970924628949,380.11705340489243,485.6346722955335
labeled-data/06-Sep-20_00146_sap_unaffected/img519.png,488.40206971650207,367.24092294207423,455.24239352953816,398.47271097863324,420.1548291921694,437.03047398673084,380.4403332938289,485.6132553769337
labeled-data/06-Sep-20_00146_sap_unaffected/img549.png,490.92240977351014,366.25196200547,455.44926780606045,397.483750042029,420.74728109877265,436.04151305012647,380.26162994027027,486.5521825907342
labeled-data/06-Sep-20_00146_sap_unaffected/img564.png,488.7003464494025,367.1239887593782,452.71005533828964,399.9072242269266,420.6394989026446,436.253854853991,379.30411505225754,486.1413870872167
labeled-data/06-Sep-20_00146_sap_unaffected/img704.png,489.3039988379449,367.56139094675353,456.30878704295867,398.39298229616685,421.6908599137928,437.33815031647845,380.0411663365152,487.10142056465435
labeled-data/06-Sep-20_00146_sap_unaffected/img778.png,575.2792125130663,527.14992536928,534.8757935505528,498.8072284851287,534.8757935505528,443.3279069246623,546.936515628915,389.6576936759502
labeled-data/06-Sep-20_00146_sap_unaffected/img787.png,602.2998080176865,562.0414481514114,580.0934603364353,516.5542520946548,531.3827621969165,501.1530754770128,490.1935689171763,472.499723630237
labeled-data/06-Sep-20_00146_sap_unaffected/img788.png,603.487734777787,568.8281809292978,583.5546504700937,519.733732541831,537.0441204188094,500.16977942502103,491.2718527492915,481.3440886899774
labeled-data/06-Sep-20_00146_sap_unaffected/img828.png,728.1262122649441,598.2474082080448,679.5292489665928,608.9969669099843,627.3490994342617,605.4137806760044,617.9432355700646,550.5462414681884
labeled-data/06-Sep-20_00146_sap_unaffected/img830.png,728.5857793917014,602.7583041393015,681.8485676441385,610.2016378620615,633.207247269823,611.9326457045638,611.7427500227941,559.1369065082428
labeled-data/06-Sep-20_00146_sap_unaffected/img914.png,804.6043025065003,615.3136973615921,759.5656422043928,614.5304163128598,710.4147563964407,629.0211157144074,672.8172660572901,590.4445240643414
labeled-data/06-Sep-20_00146_sap_unaffected/img915.png,804.4554667428994,616.8792193088086,762.7057213415462,613.1954182439833,710.8869196963375,628.6673827162494,671.1018681962246,594.776412919857
labeled-data/06-Sep-20_00146_sap_unaffected/img927.png,814.7380752733816,633.4529287559303,769.3294566483477,612.1054506772291,726.4535896597699,602.3362657937557,680.8640602035605,633.8147504182812
