scorer,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie
bodyparts,eyes,eyes,swimbladder,swimbladder,midtail,midtail,endtail,endtail
coords,x,y,x,y,x,y,x,y
labeled-data/06-Sep-20_00165_sap_affected/img151.png,463.9645811903969,287.11145902613924,478.05735220074996,328.50897386905115,498.7561096222059,382.67806244009546,523.8588579843972,446.0955319866839
labeled-data/06-Sep-20_00165_sap_affected/img446.png,462.57913772083236,289.4317957634454,478.24893951203785,329.085988051394,496.79686816285255,382.81102276409865,522.3802180260452,444.53085430905094
labeled-data/06-Sep-20_00165_sap_affected/img495.png,463.294285089152,290.8459337009548,478.3062293124468,329.6503932970188,497.8500812257929,381.20084327135197,520.7928639066774,444.0810624708134
labeled-data/06-Sep-20_00165_sap_affected/img561.png,462.69821359538855,289.4296394525284,478.57816433189885,327.2527948431257,498.7890107238211,383.55443836348036,522.1758472630454,445.3418830473568
labeled-data/06-Sep-20_00165_sap_affected/img616.png,462.80969761087266,290.00678155162075,479.9962265725389,329.50564635825714,499.2933818979185,383.1758596069692,522.510271898766,445.28857831053483
labeled-data/06-Sep-20_00165_sap_affected/img617.png,463.2882218352343,289.99437362693703,478.13935643081766,328.67639862008434,499.20724504315683,380.8280573162026,520.275133655496,444.03172315322007
labeled-data/06-Sep-20_00165_sap_affected/img646.png,463.3146215680655,291.1594759273496,478.4818932726726,332.1111095297887,498.5026919227539,383.3764878913606,524.5903992546781,443.43888384160465
labeled-data/06-Sep-20_00165_sap_affected/img692.png,461.33945355973145,291.2019625619438,475.8178022001654,333.3669779007514,494.8682609375785,383.9141950840209,518.7448358884697,442.33560187875446
labeled-data/06-Sep-20_00165_sap_affected/img728.png,550.6430975996967,247.73733132390723,524.7015808384193,277.3372671156211,521.0431618079828,330.55063483106187,498.760064077142,375.11683029274354
labeled-data/06-Sep-20_00165_sap_affected/img737.png,587.5940846142704,209.56719261387977,569.3495013975479,244.9160725962797,518.0366111005156,263.54075129668394,474.7057259607996,303.07068159958277
labeled-data/06-Sep-20_00165_sap_affected/img748.png,583.2512968127819,150.00138775830158,571.4098605903898,197.95920445898932,585.3235481517005,245.32494934855745,556.31202940684,292.6906942381256
labeled-data/06-Sep-20_00165_sap_affected/img756.png,593.8936099047443,119.90104164326357,581.0105658664936,160.7430323177176,560.1784095493225,213.91985239049666,584.2998537060471,266.27435050338744
labeled-data/06-Sep-20_00165_sap_affected/img781.png,565.1510000345236,48.05201266079874,573.3522910478098,90.50575437663389,597.2325207629672,131.7534238846328,628.8316126082763,185.30302991256127
labeled-data/06-Sep-20_00165_sap_affected/img790.png,560.9771135088317,30.3242131113127,573.4179310708757,77.38295780252255,582.3428654088639,117.68038860131718,616.9607925380296,159.87098728998808
labeled-data/06-Sep-20_00165_sap_affected/img793.png,555.6002636091578,27.10513329331249,580.8857501846576,76.17399833091602,585.3920745248456,122.48899849396018,612.6803719182067,164.29767431681626
labeled-data/06-Sep-20_00165_sap_affected/img811.png,528.7083592070322,14.65181643747826,556.3255853843488,47.60682582553659,593.4579903286398,92.16571175868586,585.3352767470761,147.168086582417
labeled-data/06-Sep-20_00165_sap_affected/img852.png,,,,,,,,
labeled-data/06-Sep-20_00165_sap_affected/img888.png,,,,,,,,
labeled-data/06-Sep-20_00165_sap_affected/img905.png,,,,,,,,
labeled-data/06-Sep-20_00165_sap_affected/img934.png,,,,,,,,
