scorer,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie
bodyparts,eyes,eyes,swimbladder,swimbladder,midtail,midtail,endtail,endtail
coords,x,y,x,y,x,y,x,y
labeled-data/06-Sep-20_00166_sap_affected/img040.png,557.0884708266674,573.9970043880147,573.4709516497761,619.2722241173334,590.1512957605778,669.0153931620454,610.1081360360012,736.3324961806376
labeled-data/06-Sep-20_00166_sap_affected/img082.png,566.0085982359544,571.0430777175251,583.5587762421046,620.1119427551287,598.9599528597465,669.1808077927321,616.5101308658967,734.7253501422318
labeled-data/06-Sep-20_00166_sap_affected/img178.png,588.7136046947551,559.4733914921442,603.6232155185971,608.5660124974778,618.5328263424392,654.7494411469398,638.8971728335407,722.0245143764712
labeled-data/06-Sep-20_00166_sap_affected/img242.png,602.103236064785,553.26407492067,619.3811341331055,602.8318152806058,633.5433456645158,648.1508921811186,652.5207091166055,714.4300421481184
labeled-data/06-Sep-20_00166_sap_affected/img262.png,606.8263354378926,552.9266122621532,619.1703017468831,592.4273044509226,636.4518545794697,646.3880714587953,656.2022006738543,715.1615980374564
labeled-data/06-Sep-20_00166_sap_affected/img427.png,623.3348581162488,543.9309034141505,639.8178449566773,592.6306372608709,654.4277651106934,641.3303711075912,672.4092053002516,708.7607718184348
labeled-data/06-Sep-20_00166_sap_affected/img429.png,624.0658694457111,545.0556388432432,640.3624633085649,594.6105875282474,653.665805237425,640.507117182815,673.6208181307154,707.688993923559
labeled-data/06-Sep-20_00166_sap_affected/img535.png,611.9740549171999,547.2145446429129,631.110400614868,597.4474520992916,643.7540575936845,640.5042299190449,663.5738442091265,707.8231603197702
labeled-data/06-Sep-20_00166_sap_affected/img618.png,594.5491800470697,553.3034915532805,612.9911205341655,599.7263072621768,631.1150965301044,647.4209809357002,653.0546464199252,712.9216661140058
labeled-data/06-Sep-20_00166_sap_affected/img624.png,593.6543598989701,552.3300816386288,614.2617482137719,602.0494947156108,629.9626155012398,646.5352853634366,653.5139164324418,714.8994783442868
labeled-data/06-Sep-20_00166_sap_affected/img626.png,593.1300259456052,554.73259575046,614.2362895827391,607.498254843295,629.010674128733,647.6001557538494,653.1321182854574,715.140199392678
labeled-data/06-Sep-20_00166_sap_affected/img656.png,562.9036443711574,594.3161414451434,616.9301971358211,597.7698936766744,655.9082580345282,621.4527661214586,653.1945955668966,691.5145971039448
labeled-data/06-Sep-20_00166_sap_affected/img657.png,561.969044398248,594.8694727550417,613.2161489384891,601.119119650193,657.380320330892,616.1182721985563,654.4638184464881,685.4893527347363
labeled-data/06-Sep-20_00166_sap_affected/img673.png,531.0591748509362,543.4644093032166,570.82301006687,563.0356719485591,587.2877230859676,617.089635445219,599.0926116656979,675.1821134559972
labeled-data/06-Sep-20_00166_sap_affected/img680.png,494.659002375789,549.5875660498144,548.2391045007439,555.0781065502515,593.1100734181089,557.3500543435358,614.6935774543098,611.4981434168118
labeled-data/06-Sep-20_00166_sap_affected/img715.png,343.35656229762776,410.5665634950685,391.5994506110768,433.07991137467803,408.64527114849545,476.49851085678216,432.12347679437397,532.4602613003831
labeled-data/06-Sep-20_00166_sap_affected/img747.png,215.85717929448697,289.1133378791128,238.273675921043,327.50480911309955,286.7139215048652,353.5285580703657,354.4787331460633,378.26400262380685
