scorer,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie
bodyparts,eyes,eyes,swimbladder,swimbladder,midtail,midtail,endtail,endtail
coords,x,y,x,y,x,y,x,y
labeled-data/06-Sep-20_00173_sap_unaffected/img061.png,845.5564071380372,506.729204139373,832.4467677152841,463.5445095703037,822.0361717030978,402.62324401750965,808.1553770201826,345.5577547655253
labeled-data/06-Sep-20_00173_sap_unaffected/img073.png,843.4152205492211,508.56014966761774,834.3002384693922,462.35661981469184,823.2993980282193,410.1812051508435,808.8411505912493,345.74771113825966
labeled-data/06-Sep-20_00173_sap_unaffected/img090.png,844.6680527247698,507.5004324948203,834.6247605213337,462.7240880878338,824.9999388263739,411.6706860536998,808.2611184873135,345.9708162228879
labeled-data/06-Sep-20_00173_sap_unaffected/img121.png,843.920303031814,508.77311278140746,834.4032968827064,461.86786818937674,824.2065045800911,411.22379975305375,809.2512092029218,346.6441151698232
labeled-data/06-Sep-20_00173_sap_unaffected/img163.png,843.9465341886433,508.4243569013082,834.6579508061714,461.57758853753626,824.5616645208756,411.5000085624697,809.2153093672262,346.0760734337537
labeled-data/06-Sep-20_00173_sap_unaffected/img213.png,843.8954634264792,505.9465729194154,833.7205997094609,461.7385443558185,824.5983081010995,413.32022735759324,809.1605838407959,345.9556124035407
labeled-data/06-Sep-20_00173_sap_unaffected/img392.png,844.6724982886541,506.75597528762285,834.1924617554105,463.8216320707863,824.0504909167877,411.4214494045684,809.1756003534742,345.1605732588994
labeled-data/06-Sep-20_00173_sap_unaffected/img504.png,843.603862577356,506.46626212424337,835.2125238222288,459.41482696156584,823.2248970291901,411.46431978941047,808.5400542077174,345.23268175787086
labeled-data/06-Sep-20_00173_sap_unaffected/img521.png,846.419599413023,507.40292338419886,833.8197996054006,463.12362691741157,824.4599483197383,413.0844219671398,809.3401885505914,345.0455030059789
labeled-data/06-Sep-20_00173_sap_unaffected/img613.png,843.1115868455975,505.7296261125755,833.29854479093,462.87934247386085,823.8126041380848,411.19732098594545,809.0930410560836,345.4499392196734
labeled-data/06-Sep-20_00173_sap_unaffected/img658.png,845.1240517232679,512.3912380358096,834.6568068649559,469.54095439709494,824.5166634084662,417.5318315073573,810.4513031301095,353.7470581520188
labeled-data/06-Sep-20_00173_sap_unaffected/img676.png,863.4864882958996,517.3227941983664,836.3096612126566,477.48403631497627,831.6772475052855,421.8950718265248,814.3829029977674,361.364866050211
labeled-data/06-Sep-20_00173_sap_unaffected/img721.png,883.7884881633843,296.03895169911357,888.4318661635538,336.9851031551534,902.7841254368049,392.7056391571871,849.5963410712272,416.3446544307771
labeled-data/06-Sep-20_00173_sap_unaffected/img731.png,939.2963689655174,261.85524711241146,910.0290167220251,285.46867903613827,879.0987467374251,333.69329352825645,925.3278599402142,386.2414941472542
labeled-data/06-Sep-20_00173_sap_unaffected/img749.png,924.2452561767368,232.75555717962962,918.242305869552,272.7752258941953,898.2324715122691,316.3966647930719,861.8145729820143,340.80866270895694
labeled-data/06-Sep-20_00173_sap_unaffected/img794.png,947.4762234158463,170.14749000124866,956.0758837341452,212.48427926056635,962.3602508898252,265.7360220008019,912.0853136443855,294.18105228440595
labeled-data/06-Sep-20_00173_sap_unaffected/img916.png,960.8728230507954,95.33832124904171,953.8666399525468,139.32158181026915,939.4650413617026,200.0418353284239,954.6451047412411,259.20515926919006
labeled-data/06-Sep-20_00173_sap_unaffected/img929.png,954.0951015510528,103.97973724908164,949.4626878436818,140.4213917470665,940.5066880094314,201.26042510387177,948.8450326826991,254.3787689483921
labeled-data/06-Sep-20_00173_sap_unaffected/img954.png,958.1443021390396,106.26204616419827,953.411382414349,151.2247835487594,945.2978057434507,205.31529468808105,936.5080976833109,263.8006598574726
labeled-data/06-Sep-20_00173_sap_unaffected/img974.png,959.0211486133239,101.66162991797773,954.5257885659344,144.5173957030916,942.5381617728956,200.8592416303742,940.1406364142878,262.89521028435024
