scorer,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie
bodyparts,eyes,eyes,swimbladder,swimbladder,midtail,midtail,endtail,endtail
coords,x,y,x,y,x,y,x,y
labeled-data/06-Sep-20_00144_sap_unaffected/img098.png,524.6450384373029,358.8262485171076,570.7462348907761,378.39751116245,617.7172652395979,394.92435517407245,675.5612192802764,417.1051195054605
labeled-data/06-Sep-20_00144_sap_unaffected/img280.png,523.7058549129288,358.6251617735124,569.1101906217649,377.6056627665504,618.9805265642569,396.58616375958843,674.4333627988191,413.70583132193644
labeled-data/06-Sep-20_00144_sap_unaffected/img358.png,524.1050671181797,358.1920920954631,569.8590609663668,378.5272004724351,621.087891685277,396.90700996700593,674.2720212865884,416.06893901453725
labeled-data/06-Sep-20_00144_sap_unaffected/img418.png,524.0811457723665,358.1024224541926,569.1882463454414,377.23876815186065,619.7628742607071,395.0082320139811,674.7798681415029,416.1949004649708
labeled-data/06-Sep-20_00144_sap_unaffected/img566.png,524.3588914101563,358.6357073820908,570.2005996007313,378.8721371238762,625.128051757006,397.4566134173526,673.8606784821218,415.6281013487518
labeled-data/06-Sep-20_00144_sap_unaffected/img589.png,524.0777897676594,359.39831256250926,568.9855426016775,377.27421417605046,620.4332594406499,397.76610139157333,674.0609642812735,416.5139982057751
labeled-data/06-Sep-20_00144_sap_unaffected/img692.png,624.0531787336424,399.63817875547244,581.959431298025,378.3436947586307,553.236638930192,349.6209023907977,600.7778125045363,352.59222573919425
labeled-data/06-Sep-20_00144_sap_unaffected/img712.png,685.6307106613547,466.40167635684645,656.9773588145788,437.3006158874648,618.4744172704739,415.810602002383,571.9127205194632,401.48392607899507
labeled-data/06-Sep-20_00144_sap_unaffected/img762.png,757.1642421185425,506.2290496495477,731.4420112132354,471.93274177580486,679.2519774923223,461.8675209867716,627.0619437714092,468.5776681794604
labeled-data/06-Sep-20_00144_sap_unaffected/img789.png,781.9853392704799,512.3493544373193,735.4090234624045,496.8239158346275,701.3393109731643,463.1854655287953,678.9136774359429,413.5903144368632
labeled-data/06-Sep-20_00144_sap_unaffected/img793.png,785.4064156252437,515.4233583877736,740.7671248782386,495.2636786955778,700.447765493847,471.86405048142194,689.2879428070958,418.2249027289723
labeled-data/06-Sep-20_00144_sap_unaffected/img796.png,785.5767582486981,518.2871402976382,743.620064473062,495.26212542076473,701.1517037001622,475.81877952473826,689.3833627630936,424.65207979835293
labeled-data/06-Sep-20_00144_sap_unaffected/img820.png,788.9664780965946,538.0520140799808,757.6086006928527,507.49818481479656,730.6729880511771,465.6876816098074,679.6159312527768,456.4411280163963
labeled-data/06-Sep-20_00144_sap_unaffected/img823.png,792.5714430017196,537.8077844578942,759.203445251584,508.0580033312673,730.2577122635146,468.65964454195057,684.8289924350167,446.5483207316198
labeled-data/06-Sep-20_00144_sap_unaffected/img872.png,814.0319464927344,554.8814360251997,776.314779265856,529.4223481470568,748.0269038456972,489.81932255883453,709.3668074381469,445.5016510672525
labeled-data/06-Sep-20_00144_sap_unaffected/img875.png,815.6225889862508,554.1341829233384,776.4727541670336,528.2876900329813,741.5039696683154,487.9975687627191,716.4176677453219,442.00601523723105
labeled-data/06-Sep-20_00144_sap_unaffected/img932.png,826.3187175683414,568.708944245114,793.8644108847484,539.3246395451041,754.8315285220488,507.3089045734516,730.7100843653243,455.557442564479
labeled-data/06-Sep-20_00144_sap_unaffected/img947.png,827.3651848501374,572.3714748853499,796.0950217887837,540.0816325937346,761.4259279598914,502.3535010740578,713.1611110608453,469.3838726289348
labeled-data/06-Sep-20_00144_sap_unaffected/img958.png,829.167301141005,573.1719413549267,795.9893511327105,541.945635464767,764.7630452425506,502.91275310206726,714.6708462104193,471.03589917252924
labeled-data/06-Sep-20_00144_sap_unaffected/img992.png,826.8108909667004,572.9022745735473,797.3681100384317,539.9728485353521,759.7898238536679,500.07013227730386,720.6619176200478,462.49184609253996
