scorer,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie
individuals,fish1,fish1,fish1,fish1,fish1,fish1,fish1,fish1,fish2,fish2,fish2,fish2,fish2,fish2,fish2,fish2,fish3,fish3,fish3,fish3,fish3,fish3,fish3,fish3,fish4,fish4,fish4,fish4,fish4,fish4,fish4,fish4,fish5,fish5,fish5,fish5,fish5,fish5,fish5,fish5,fish6,fish6,fish6,fish6,fish6,fish6,fish6,fish6,fish7,fish7,fish7,fish7,fish7,fish7,fish7,fish7,fish8,fish8,fish8,fish8,fish8,fish8,fish8,fish8,fish9,fish9,fish9,fish9,fish9,fish9,fish9,fish9,fish10,fish10,fish10,fish10,fish10,fish10,fish10,fish10,fish11,fish11,fish11,fish11,fish11,fish11,fish11,fish11,fish12,fish12,fish12,fish12,fish12,fish12,fish12,fish12,fish13,fish13,fish13,fish13,fish13,fish13,fish13,fish13,fish14,fish14,fish14,fish14,fish14,fish14,fish14,fish14,fish15,fish15,fish15,fish15,fish15,fish15,fish15,fish15,fish16,fish16,fish16,fish16,fish16,fish16,fish16,fish16
bodyparts,eyes,eyes,swimbladder,swimbladder,midtail,midtail,endtail,endtail,eyes,eyes,swimbladder,swimbladder,midtail,midtail,endtail,endtail,eyes,eyes,swimbladder,swimbladder,midtail,midtail,endtail,endtail,eyes,eyes,swimbladder,swimbladder,midtail,midtail,endtail,endtail,eyes,eyes,swimbladder,swimbladder,midtail,midtail,endtail,endtail,eyes,eyes,swimbladder,swimbladder,midtail,midtail,endtail,endtail,eyes,eyes,swimbladder,swimbladder,midtail,midtail,endtail,endtail,eyes,eyes,swimbladder,swimbladder,midtail,midtail,endtail,endtail,eyes,eyes,swimbladder,swimbladder,midtail,midtail,endtail,endtail,eyes,eyes,swimbladder,swimbladder,midtail,midtail,endtail,endtail,eyes,eyes,swimbladder,swimbladder,midtail,midtail,endtail,endtail,eyes,eyes,swimbladder,swimbladder,midtail,midtail,endtail,endtail,eyes,eyes,swimbladder,swimbladder,midtail,midtail,endtail,endtail,eyes,eyes,swimbladder,swimbladder,midtail,midtail,endtail,endtail,eyes,eyes,swimbladder,swimbladder,midtail,midtail,endtail,endtail,eyes,eyes,swimbladder,swimbladder,midtail,midtail,endtail,endtail
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/WT_00590/img002.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/WT_00590/img009.png,,,,,,,,,382.8143285554657,425.7542532868964,401.60662534004047,429.17103452045546,426.3782892833436,433.4420110624043,450.295757918257,436.8587922959633,520.3397732062175,547.0499870782427,510.08942950554035,534.2370574523962,494.0701942889883,518.996162362408,472.84833548357915,495.64595856549863,776.491215135125,467.52571801378406,764.26965149201,475.4105977835357,746.5286720100687,487.2379174381632,724.8452526432517,500.642213046741,866.7639387528822,712.7964677422383,850.4290961632133,719.4789033471028,830.3817893486198,729.8738031768921,808.1070039990714,739.1549637392039,906.5274646378541,428.96747320773295,902.151356365642,445.3778792285286,896.6976478582304,463.4046856021232,890.7708465646338,489.8058913645084,900.3542608514529,492.7364383455995,905.0030545490355,505.6840680008459,911.6279584571968,523.74707911405,919.7099602211922,551.7646852292343,1080.6959923620154,370.40528842582205,1093.2723755947693,382.2194666141666,1106.6109638719324,395.9391574135345,1129.4771152042122,419.5675137902236,1114.2330143160257,400.5123876799904,1118.8062445824817,382.6005691363713,1124.5227824155518,362.02103293731943,1131.001525293031,334.20054881637907,1122.1659392865076,595.8689573433344,1108.9259120064662,587.3270042594368,1092.269103492866,572.3785863626159,1068.7787325121476,551.8778989612616,1207.5854701254839,691.5388318829878,1210.1480560506534,673.1736327526079,1214.419032592602,651.8187500428638,1219.9713020971353,623.6303048660017,1007.8806110313654,109.76204568359714,1020.0528941759196,96.02921341794635,1038.7794836290798,78.86317308588286,1055.0091944884853,62.00924257803871,,,,,,,,,,,543.5662884497075,858.0220069544682,565.7401064093117,842.3155525664152,585.6041516647906,825.685189096712,,,,,594.3812879404672,860.3317796585936,617.4790149817217,843.2394616480653,,,,,,,,
labeled-data/WT_00590/img025.png,29.880662529486685,496.6489156873503,23.730456309080395,511.7681726458491,36.54338593492682,528.1687225669325,63.96305533423818,526.8874296043479,404.1793745466963,446.4259768719229,398.65995870787015,429.8677293554444,407.28404595603604,414.34437230874585,424.53222045236777,432.97240076478414,492.5544802892995,533.7585109577036,507.7427299457836,537.0603043612871,506.2018930241113,520.9915764638474,488.59232820499926,518.1300221807417,851.8408231067058,739.4512380965523,854.4724017298604,720.737790109675,845.1156777364217,709.0418851178767,828.7414107479042,728.340128354344,762.3119721878934,494.38832065736244,765.5316314272087,477.6460926129231,755.872653709263,464.76745565566205,740.4182893605497,484.0854110915536,921.039907820006,509.15413788018225,905.5132654067368,504.5874783468678,894.5532825267819,513.2641314601652,914.1899185200342,527.4207760134402,916.4732482866914,458.4642170603913,905.0565994534052,442.937574647122,891.3566208534617,442.0242427404591,891.8132868067931,464.4008744537001,1091.061995750132,589.9959046468348,1109.9002876666968,589.3782557315376,1113.9150056161288,570.8487882726212,1086.4296288854027,571.1576127302698,1144.6771790388848,385.9068306384909,1131.0724760694925,379.6022121892603,1115.8086629818815,381.9249663547663,1101.2084939415581,361.68382291249964,1107.8449344144324,378.27492409468545,1092.2492993031776,378.93856814197284,1085.6128588303034,397.1887794423772,1113.1540867927317,397.85242348966466,1020.2441879298669,80.1821820566995,1017.701314204122,96.56959051150002,1033.523639608757,104.19821168873474,1036.3490548595846,79.61709900653398,1195.347390944618,669.7501493712447,1210.0724039146291,677.6580267069914,1226.4335294368639,665.3871825653155,1211.7085164668524,645.7538319386338,571.1662614665904,858.7435153844847,546.1193116067325,860.1350125989212,544.2639819874838,840.6540515968095,570.2385966569661,841.1178840016216,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/WT_00590/img026.png,36.410915026745144,497.5242030491241,23.479712204352424,510.7248059303166,32.90871426234712,528.2358097523067,60.926320377531326,523.6560087527093,405.6242902632863,448.3326722149116,400.0030280607675,431.0812123520092,405.0427803802671,413.0544059784145,423.0695867538618,428.9490094476055,490.29885437624984,529.9085212881282,507.6850142685522,536.1178641068076,508.71990473833216,522.4573099057129,485.9523144031742,517.2828575568134,762.8727481224848,497.14402042955925,764.5679972729814,478.77882129917936,754.113960844919,465.49936962028926,738.291635440284,482.45186112525533,917.6180973541938,457.4788346624054,906.8786733902741,447.93268002781014,892.0821337066515,439.34114085667443,888.7409795845431,460.8199887845137,922.6298285373563,511.4146083478686,906.1627117926794,504.01633850605725,893.9913646335705,510.4599928844091,914.0382893662205,527.1657634949507,852.8649589290162,741.3577363175467,853.8012884016742,723.7547422315762,845.3743231477522,708.773470669048,826.647733694592,725.8146670714237,1088.849685752634,587.2857400553083,1108.7261535055495,588.9284233406732,1116.2824966182284,573.9800054438524,1089.0139540811704,570.858907201659,1195.398323982564,667.0492495134475,1208.8519000897027,676.6589467328323,1227.6277700414237,669.2668719486901,1212.9914619688223,646.9428061005808,1148.0306216903266,389.8381659843578,1134.9680042051048,379.53525641854895,1117.8578151047436,379.7192369465098,1099.6437428366173,364.44885312575747,1111.2345160981522,379.35127589058806,1091.9165606622607,380.08719800243153,1084.1893784879042,395.72554287910566,1108.2908276507783,399.4051534383231,1023.3567047945777,78.56972414378531,1018.4483671379071,94.11279338990825,1030.9918967049537,105.56558125547254,1038.0817177645888,83.75074722582629,574.5123691808316,857.2530824587775,547.9218151235825,859.9572066001926,543.1895978761061,843.7324617517017,568.4280898626474,842.8310870378967,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/WT_00590/img033.png,55.11551552144737,506.96963193997243,36.68460905965288,509.650491061688,16.745719341893384,511.66113540297465,28.977139084720626,528.9191659990186,386.66880739745767,460.0523371032633,404.9535690397906,452.4169421317397,410.17778665188564,437.94987797516865,397.51910551488595,414.0390358275025,478.77833046541355,540.8153469369686,490.13255733385597,533.4561258185338,508.4254783996798,535.3484969632741,520.8310225707557,530.7227008316866,790.239578971239,499.59733506258607,773.0735386391755,501.2235915150973,756.4495837912824,488.9363205405677,756.2688886298923,466.16873020540976,934.4802816815803,446.6865721483132,925.1235576881418,457.5052842657266,909.041688324419,459.25967001449635,895.5913975838511,440.546222027619,940.0358365526845,500.19533748579033,926.5855458121165,509.84445910402394,905.8253144516746,506.92048285607433,887.6966617143872,500.19533748579033,877.3685648857639,746.4062277121244,863.0180837048159,744.9343834884374,848.1156609399852,729.847980195646,845.1719724926113,705.7465310327717,1080.3768945630998,609.2814663683391,1085.968588466482,591.1462428979103,1103.348177625643,583.136519198471,1124.0525577543826,571.8020045294529,1178.3233605825742,674.0558850915116,1192.006912349664,664.8798562594632,1211.8078166714529,669.2263962325388,1232.7356017270022,673.8949021295459,1158.089865473684,407.27945432771685,1147.083887461739,396.27347631577186,1140.92053977505,376.68283545450976,1121.109779353549,368.5384117256704,1117.3677468294877,357.3123141534865,1114.286072986143,373.82128117140405,1098.657584209181,384.82725918334904,1075.5450303840967,392.09120467123273,1003.0973029275941,65.60047677650354,1018.2855525840782,71.4944244043929,1023.2727390384462,92.12324110200565,1024.8595710921086,113.88550926652022,563.3150015586457,841.7545299696195,573.5024136886298,854.2704934436001,,,,,,,,,554.2918651006596,856.890113705596,537.1187989386863,844.665219149615,,,,,,,,,,,,,,,,
labeled-data/WT_00590/img035.png,59.98092986387122,500.60403708718917,43.61323360849509,510.7032539256128,23.066551075150592,508.96200964312595,12.096712095483603,524.6332081855073,383.1809114001111,464.3070443844401,399.7523003828725,456.44844754725426,413.7611034404646,445.34390853818735,401.63153006132995,421.426439903274,474.13451738355207,545.8097611977921,484.4341415827902,535.3294418371639,501.7808770762438,532.799709577702,526.174723863913,536.775003128285,794.0842742725858,496.98921395674654,778.2816610673752,502.33779073389474,756.6442368325484,499.1772680928526,755.6717683276124,475.35178972191966,938.9060121304766,445.35218766194555,927.433512065488,454.59392382540864,911.4994841974482,465.11038221831484,896.5214980014907,448.8576737929143,941.7741371467238,498.2531601838376,930.6203176390959,508.13225746202227,913.411567541613,512.5937852650734,890.7852479689965,497.93447962647684,1165.4046635080329,405.77344229169427,1149.9897235581684,402.7509050466228,1141.8288729964754,386.42920392323686,1128.529709118161,365.2714432077366,1116.7418138623823,351.3677718804079,1116.7418138623823,368.5962341773152,1106.162933504632,384.615681576194,1078.6578445744817,385.2201890252083,997.3614471390881,67.80154096422969,1014.0281117524006,67.61427506969808,1025.6385972133598,82.78281252675784,1020.7696839555383,108.25097418305569,1081.1956621210745,613.6524494687009,1081.7870281038058,595.3201040040283,1096.2754946807245,583.4927843494008,1121.1128659554422,580.5359544357439,1175.2228533753628,679.589756543249,1186.1631240558934,666.5797049231588,1205.9738844773942,662.1444600526735,1226.6716938729924,678.4070245777863,883.5857942268963,747.9350401921481,866.2456294665841,745.4578737978178,849.6676697506813,735.9303107427012,847.190503356351,709.4436854494771,557.5688718912804,837.4684288215682,571.10639337424,848.4990018817575,,,,,,,,,565.5911068441454,857.8582759934333,536.6776350348613,855.5184574655143,,,,,,,,,,,,,,,,
labeled-data/WT_00590/img036.png,61.7850002112901,497.145728820176,47.247253135810496,509.74510961892497,25.537550836427613,508.5820898528866,6.347724696794543,517.4985747258474,381.6491486609071,466.3989029873551,398.3650937727806,456.6479350054289,415.0810388846541,443.7627273150264,404.11119990498713,422.69367149693585,472.22670504600865,547.7902255931289,483.6441180875393,536.90800378792,505.23016461918326,533.1616651336677,524.1402549692184,538.870371654433,796.5795627489202,496.60062079876053,779.1539784577691,501.62723165197724,758.712427654688,502.46500012751335,755.0262463623291,479.0074828125022,942.1397951606793,446.8162784205256,928.4201043613116,453.67612382020945,915.4100527412213,466.44962904720717,899.3248980109279,453.43957742711694,944.5052590916049,497.2006601492386,931.2586610784222,506.42596947984805,917.0658774928692,514.4685468449948,892.938145397429,498.85648490088647,1117.5074094050926,349.39635481597577,1117.067170284615,367.4461587555656,1107.8221487545811,385.4959626951554,1081.627921086152,385.0557235746776,1169.8958647419508,403.986005755223,1152.286299922839,404.86648399617866,1141.280321910894,393.64038642399476,1135.1169742242048,365.4650827134155,995.1243556215476,68.58740064794827,1013.1281644291471,66.74759536833955,1026.9267040262125,78.44350036013782,1019.6988975706068,104.59501826314747,1080.9683311812128,616.9249374024735,1081.1818800083101,598.9868359262884,1090.1509307464025,583.1842227210778,1118.5529247503623,581.9029297584932,1172.201229462198,680.3922401818156,1185.1324322845905,667.6187349548179,1202.6368653734394,660.6800407574365,1223.1375527747937,675.3459171291745,883.6277927104533,750.0845241247137,868.0452990654815,744.8903595763898,850.6197147743303,736.1775674308142,846.0957650064354,710.5418520794091,554.7664728678741,835.7590950793276,569.5152166225092,846.3145685507822,,,,,,,,,567.490879244422,856.7254464952305,539.1501559512016,858.315997292299,,,,,,,,,,,,,,,,
