scorer,jamie,jamie,jamie,jamie,jamie,jamie,jamie,jamie
bodyparts,eyes,eyes,swimbladder,swimbladder,midtail,midtail,endtail,endtail
coords,x,y,x,y,x,y,x,y
labeled-data/201115_00214/img00.png,213.08711189472777,150.09396232906164,158.0514191106906,143.57121355465722,94.04694676184741,143.97888535305748,35.749879590608074,143.57121355465722
labeled-data/201115_00214/img06.png,209.82573750752553,132.1564031994495,161.3127934978928,151.31697772426244,100.56969553625183,146.01724434505888,41.04961296981165,137.0484647802528
labeled-data/201115_00214/img08.png,198.41092715231784,117.4802184570396,164.16649608669474,156.61671110346603,109.1308033026576,152.53999311946328,63.063890083426514,127.2643416186462
labeled-data/201115_00214/img10.png,179.2503526275049,106.88075169863245,171.0969166594994,157.83972649866683,117.69191106906337,166.40083426507263,77.33240302743613,119.92624924744126
labeled-data/201115_00214/img13.png,148.6749677474843,111.36514148103547,177.6196654339038,150.90930592586216,133.9987830050744,179.44633181388144,98.53133654425045,130.5257160058484
labeled-data/201115_00214/img16.png,124.62233164186804,131.74873140104924,176.8043218371033,143.57121355465722,155.60538832028897,185.1537369914853,109.53847510105786,143.16354175625696
labeled-data/201115_00214/img19.png,120.54561365786529,147.24025974025972,168.2432140706975,137.86380837705337,169.46622946589832,181.8923626042831,120.13794185946503,160.6934290874688
labeled-data/201115_00214/img24.png,109.53847510105786,156.20903930506574,159.68210630429172,138.67915197385392,186.18077320030957,177.81564462028035,131.55275221467272,180.66934720908228
labeled-data/201115_00214/img26.png,101.79271093145263,150.09396232906164,152.34401393308676,141.94052636105613,193.92653736991483,171.70056764427622,148.267295949084,198.19923454029413
labeled-data/201115_00214/img29.png,87.52419798744302,134.60243398985116,140.1138599810785,143.97888535305748,195.96489636191617,162.73178807947016,180.06569622430547,212.875419282704
labeled-data/201115_00214/img32.png,76.1093876322353,111.36514148103547,116.87656747226282,141.12518276425556,170.68924486109913,157.83972649866683,211.45642470112662,200.64526533069576
labeled-data/201115_00214/img34.png,74.07102864023392,95.46594134342473,104.2387417218543,138.67915197385392,160.49744990109227,163.5471316762707,215.9408144835297,186.78442418508638
labeled-data/201115_00214/img35.png,74.8863722370345,88.53552077062005,98.93900834265071,132.5640749978498,145.41359336028208,163.13945987787042,212.67944009632745,179.44633181388144
labeled-data/201115_00214/img37.png,80.59377741463834,79.15906940741371,93.23160316504686,128.48735701384703,142.55989077148016,170.0698804506751,199.63394254751867,169.66220865227484
labeled-data/201115_00214/img43.png,90.78557237464523,57.96013589059942,85.8935107938419,109.32678248903409,93.63927496344715,163.5471316762707,156.01306011868922,179.44633181388144
labeled-data/201115_00214/img46.png,83.03980820503998,48.99135632579336,90.78557237464523,98.31964393222665,87.11652618904273,158.6550700954674,133.9987830050744,194.53018835469163
labeled-data/201115_00214/img49.png,65.91759267222844,42.060935752988684,95.26996215704824,84.4588027866173,87.11652618904273,145.6095725466586,103.83106992345401,200.64526533069576
labeled-data/201115_00214/img51.png,54.50278231702072,42.87627934978923,96.90064935064933,75.08235142341098,94.04694676184741,135.01010578825145,87.52419798744302,193.71484475789106
labeled-data/201115_00214/img56.png,39.01125397781027,42.87627934978923,89.5625569794444,62.03685387460217,116.87656747226282,108.10376709383326,79.7784338178378,160.2857572890685
labeled-data/201115_00214/img58.png,37.78823858260945,35.130515180184005,83.44748000344026,60.406166681001054,120.54561365786529,98.31964393222665,92.00858776984603,152.53999311946328
